038A,GREEK CAPITAL LETTER IOTA WITH TONOS,Lu,0,L,0399 0301,,,,N,GREEK CAPITAL LETTER IOTA TONOS,,,03AF,
038C,GREEK CAPITAL LETTER OMICRON WITH TONOS,Lu,0,L,039F 0301,,,,N,GREEK CAPITAL LETTER OMICRON TONOS,,,03CC,
038E,GREEK CAPITAL LETTER UPSILON WITH TONOS,Lu,0,L,03A5 0301,,,,N,GREEK CAPITAL LETTER UPSILON TONOS,,,03CD,
038F,GREEK CAPITAL LETTER OMEGA WITH TONOS,Lu,0,L,03A9 0301,,,,N,GREEK CAPITAL LETTER OMEGA TONOS,,,03CE,
0390,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS,Ll,0,L,03CA 0301,,,,N,GREEK SMALL LETTER IOTA DIAERESIS TONOS,,,,
0391,GREEK CAPITAL LETTER ALPHA,Lu,0,L,,,,,N,,,,03B1,
0392,GREEK CAPITAL LETTER BETA,Lu,0,L,,,,,N,,,,03B2,
0393,GREEK CAPITAL LETTER GAMMA,Lu,0,L,,,,,N,,,,03B3,
0394,GREEK CAPITAL LETTER DELTA,Lu,0,L,,,,,N,,,,03B4,
0395,GREEK CAPITAL LETTER EPSILON,Lu,0,L,,,,,N,,,,03B5,
0396,GREEK CAPITAL LETTER ZETA,Lu,0,L,,,,,N,,,,03B6,
0397,GREEK CAPITAL LETTER ETA,Lu,0,L,,,,,N,,,,03B7,
0398,GREEK CAPITAL LETTER THETA,Lu,0,L,,,,,N,,,,03B8,
0399,GREEK CAPITAL LETTER IOTA,Lu,0,L,,,,,N,,,,03B9,
039A,GREEK CAPITAL LETTER KAPPA,Lu,0,L,,,,,N,,,,03BA,
039B,GREEK CAPITAL LETTER LAMDA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER LAMBDA,,,03BB,
039C,GREEK CAPITAL LETTER MU,Lu,0,L,,,,,N,,,,03BC,
039D,GREEK CAPITAL LETTER NU,Lu,0,L,,,,,N,,,,03BD,
039E,GREEK CAPITAL LETTER XI,Lu,0,L,,,,,N,,,,03BE,
039F,GREEK CAPITAL LETTER OMICRON,Lu,0,L,,,,,N,,,,03BF,
03A0,GREEK CAPITAL LETTER PI,Lu,0,L,,,,,N,,,,03C0,
03A1,GREEK CAPITAL LETTER RHO,Lu,0,L,,,,,N,,,,03C1,
03A3,GREEK CAPITAL LETTER SIGMA,Lu,0,L,,,,,N,,,,03C3,
03A4,GREEK CAPITAL LETTER TAU,Lu,0,L,,,,,N,,,,03C4,
03A5,GREEK CAPITAL LETTER UPSILON,Lu,0,L,,,,,N,,,,03C5,
03A6,GREEK CAPITAL LETTER PHI,Lu,0,L,,,,,N,,,,03C6,
03A7,GREEK CAPITAL LETTER CHI,Lu,0,L,,,,,N,,,,03C7,
03A8,GREEK CAPITAL LETTER PSI,Lu,0,L,,,,,N,,,,03C8,
03A9,GREEK CAPITAL LETTER OMEGA,Lu,0,L,,,,,N,,,,03C9,
03AA,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA,Lu,0,L,0399 0308,,,,N,GREEK CAPITAL LETTER IOTA DIAERESIS,,,03CA,
03AB,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA,Lu,0,L,03A5 0308,,,,N,GREEK CAPITAL LETTER UPSILON DIAERESIS,,,03CB,
03AC,GREEK SMALL LETTER ALPHA WITH TONOS,Ll,0,L,03B1 0301,,,,N,GREEK SMALL LETTER ALPHA TONOS,,0386,,0386
03AD,GREEK SMALL LETTER EPSILON WITH TONOS,Ll,0,L,03B5 0301,,,,N,GREEK SMALL LETTER EPSILON TONOS,,0388,,0388
03AE,GREEK SMALL LETTER ETA WITH TONOS,Ll,0,L,03B7 0301,,,,N,GREEK SMALL LETTER ETA TONOS,,0389,,0389
03AF,GREEK SMALL LETTER IOTA WITH TONOS,Ll,0,L,03B9 0301,,,,N,GREEK SMALL LETTER IOTA TONOS,,038A,,038A
03B0,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS,Ll,0,L,03CB 0301,,,,N,GREEK SMALL LETTER UPSILON DIAERESIS TONOS,,,,
03B1,GREEK SMALL LETTER ALPHA,Ll,0,L,,,,,N,,,0391,,0391
03B2,GREEK SMALL LETTER BETA,Ll,0,L,,,,,N,,,0392,,0392
03B3,GREEK SMALL LETTER GAMMA,Ll,0,L,,,,,N,,,0393,,0393
03B4,GREEK SMALL LETTER DELTA,Ll,0,L,,,,,N,,,0394,,0394
03B5,GREEK SMALL LETTER EPSILON,Ll,0,L,,,,,N,,,0395,,0395
03B6,GREEK SMALL LETTER ZETA,Ll,0,L,,,,,N,,,0396,,0396
03B7,GREEK SMALL LETTER ETA,Ll,0,L,,,,,N,,,0397,,0397
03B8,GREEK SMALL LETTER THETA,Ll,0,L,,,,,N,,,0398,,0398
03B9,GREEK SMALL LETTER IOTA,Ll,0,L,,,,,N,,,0399,,0399
03BA,GREEK SMALL LETTER KAPPA,Ll,0,L,,,,,N,,,039A,,039A
03BB,GREEK SMALL LETTER LAMDA,Ll,0,L,,,,,N,GREEK SMALL LETTER LAMBDA,,039B,,039B
03BC,GREEK SMALL LETTER MU,Ll,0,L,,,,,N,,,039C,,039C
03BD,GREEK SMALL LETTER NU,Ll,0,L,,,,,N,,,039D,,039D
03BE,GREEK SMALL LETTER XI,Ll,0,L,,,,,N,,,039E,,039E
03BF,GREEK SMALL LETTER OMICRON,Ll,0,L,,,,,N,,,039F,,039F
03C0,GREEK SMALL LETTER PI,Ll,0,L,,,,,N,,,03A0,,03A0
03C1,GREEK SMALL LETTER RHO,Ll,0,L,,,,,N,,,03A1,,03A1
03C2,GREEK SMALL LETTER FINAL SIGMA,Ll,0,L,,,,,N,,,03A3,,03A3
03C3,GREEK SMALL LETTER SIGMA,Ll,0,L,,,,,N,,,03A3,,03A3
03C4,GREEK SMALL LETTER TAU,Ll,0,L,,,,,N,,,03A4,,03A4
03C5,GREEK SMALL LETTER UPSILON,Ll,0,L,,,,,N,,,03A5,,03A5
03C6,GREEK SMALL LETTER PHI,Ll,0,L,,,,,N,,,03A6,,03A6
03C7,GREEK SMALL LETTER CHI,Ll,0,L,,,,,N,,,03A7,,03A7
03C8,GREEK SMALL LETTER PSI,Ll,0,L,,,,,N,,,03A8,,03A8
03C9,GREEK SMALL LETTER OMEGA,Ll,0,L,,,,,N,,,03A9,,03A9
03CA,GREEK SMALL LETTER IOTA WITH DIALYTIKA,Ll,0,L,03B9 0308,,,,N,GREEK SMALL LETTER IOTA DIAERESIS,,03AA,,03AA
03CB,GREEK SMALL LETTER UPSILON WITH DIALYTIKA,Ll,0,L,03C5 0308,,,,N,GREEK SMALL LETTER UPSILON DIAERESIS,,03AB,,03AB
03CC,GREEK SMALL LETTER OMICRON WITH TONOS,Ll,0,L,03BF 0301,,,,N,GREEK SMALL LETTER OMICRON TONOS,,038C,,038C
03CD,GREEK SMALL LETTER UPSILON WITH TONOS,Ll,0,L,03C5 0301,,,,N,GREEK SMALL LETTER UPSILON TONOS,,038E,,038E
03CE,GREEK SMALL LETTER OMEGA WITH TONOS,Ll,0,L,03C9 0301,,,,N,GREEK SMALL LETTER OMEGA TONOS,,038F,,038F
03CF,GREEK CAPITAL KAI SYMBOL,Lu,0,L,,,,,N,,,,03D7,
03D0,GREEK BETA SYMBOL,Ll,0,L,<compat> 03B2,,,,N,GREEK SMALL LETTER CURLED BETA,,0392,,0392
03D1,GREEK THETA SYMBOL,Ll,0,L,<compat> 03B8,,,,N,GREEK SMALL LETTER SCRIPT THETA,,0398,,0398
03D2,GREEK UPSILON WITH HOOK SYMBOL,Lu,0,L,<compat> 03A5,,,,N,GREEK CAPITAL LETTER UPSILON HOOK,,,,
03D3,GREEK UPSILON WITH ACUTE AND HOOK SYMBOL,Lu,0,L,03D2 0301,,,,N,GREEK CAPITAL LETTER UPSILON HOOK TONOS,,,,
03D4,GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL,Lu,0,L,03D2 0308,,,,N,GREEK CAPITAL LETTER UPSILON HOOK DIAERESIS,,,,
03D5,GREEK PHI SYMBOL,Ll,0,L,<compat> 03C6,,,,N,GREEK SMALL LETTER SCRIPT PHI,,03A6,,03A6
03D6,GREEK PI SYMBOL,Ll,0,L,<compat> 03C0,,,,N,GREEK SMALL LETTER OMEGA PI,,03A0,,03A0
03D7,GREEK KAI SYMBOL,Ll,0,L,,,,,N,,,03CF,,03CF
03D8,GREEK LETTER ARCHAIC KOPPA,Lu,0,L,,,,,N,,,,03D9,
03D9,GREEK SMALL LETTER ARCHAIC KOPPA,Ll,0,L,,,,,N,,,03D8,,03D8
03DA,GREEK LETTER STIGMA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER STIGMA,,,03DB,
03DB,GREEK SMALL LETTER STIGMA,Ll,0,L,,,,,N,,,03DA,,03DA
03DC,GREEK LETTER DIGAMMA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER DIGAMMA,,,03DD,
03DD,GREEK SMALL LETTER DIGAMMA,Ll,0,L,,,,,N,,,03DC,,03DC
03DE,GREEK LETTER KOPPA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER KOPPA,,,03DF,
03DF,GREEK SMALL LETTER KOPPA,Ll,0,L,,,,,N,,,03DE,,03DE
03E0,GREEK LETTER SAMPI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER SAMPI,,,03E1,
03E1,GREEK SMALL LETTER SAMPI,Ll,0,L,,,,,N,,,03E0,,03E0
03E2,COPTIC CAPITAL LETTER SHEI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER SHEI,,,03E3,
03E3,COPTIC SMALL LETTER SHEI,Ll,0,L,,,,,N,GREEK SMALL LETTER SHEI,,03E2,,03E2
03E4,COPTIC CAPITAL LETTER FEI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER FEI,,,03E5,
03E5,COPTIC SMALL LETTER FEI,Ll,0,L,,,,,N,GREEK SMALL LETTER FEI,,03E4,,03E4
03E6,COPTIC CAPITAL LETTER KHEI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER KHEI,,,03E7,
03E7,COPTIC SMALL LETTER KHEI,Ll,0,L,,,,,N,GREEK SMALL LETTER KHEI,,03E6,,03E6
03E8,COPTIC CAPITAL LETTER HORI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER HORI,,,03E9,
03E9,COPTIC SMALL LETTER HORI,Ll,0,L,,,,,N,GREEK SMALL LETTER HORI,,03E8,,03E8
03EA,COPTIC CAPITAL LETTER GANGIA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER GANGIA,,,03EB,
03EB,COPTIC SMALL LETTER GANGIA,Ll,0,L,,,,,N,GREEK SMALL LETTER GANGIA,,03EA,,03EA
03EC,COPTIC CAPITAL LETTER SHIMA,Lu,0,L,,,,,N,GREEK CAPITAL LETTER SHIMA,,,03ED,
03ED,COPTIC SMALL LETTER SHIMA,Ll,0,L,,,,,N,GREEK SMALL LETTER SHIMA,,03EC,,03EC
03EE,COPTIC CAPITAL LETTER DEI,Lu,0,L,,,,,N,GREEK CAPITAL LETTER DEI,,,03EF,
03EF,COPTIC SMALL LETTER DEI,Ll,0,L,,,,,N,GREEK SMALL LETTER DEI,,03EE,,03EE
03F0,GREEK KAPPA SYMBOL,Ll,0,L,<compat> 03BA,,,,N,GREEK SMALL LETTER SCRIPT KAPPA,,039A,,039A
03F1,GREEK RHO SYMBOL,Ll,0,L,<compat> 03C1,,,,N,GREEK SMALL LETTER TAILED RHO,,03A1,,03A1
03F2,GREEK LUNATE SIGMA SYMBOL,Ll,0,L,<compat> 03C2,,,,N,GREEK SMALL LETTER LUNATE SIGMA,,03F9,,03F9
03F3,GREEK LETTER YOT,Ll,0,L,,,,,N,,,037F,,037F
03F4,GREEK CAPITAL THETA SYMBOL,Lu,0,L,<compat> 0398,,,,N,,,,03B8,
03F5,GREEK LUNATE EPSILON SYMBOL,Ll,0,L,<compat> 03B5,,,,N,,,0395,,0395
03F6,GREEK REVERSED LUNATE EPSILON SYMBOL,Sm,0,ON,,,,,N,,,,,
03F7,GREEK CAPITAL LETTER SHO,Lu,0,L,,,,,N,,,,03F8,
03F8,GREEK SMALL LETTER SHO,Ll,0,L,,,,,N,,,03F7,,03F7
03F9,GREEK CAPITAL LUNATE SIGMA SYMBOL,Lu,0,L,<compat> 03A3,,,,N,,,,03F2,
03FA,GREEK CAPITAL LETTER SAN,Lu,0,L,,,,,N,,,,03FB,
03FB,GREEK SMALL LETTER SAN,Ll,0,L,,,,,N,,,03FA,,03FA
03FC,GREEK RHO WITH STROKE SYMBOL,Ll,0,L,,,,,N,,,,,
03FD,GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL,Lu,0,L,,,,,N,,,,037B,
03FE,GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL,Lu,0,L,,,,,N,,,,037C,
03FF,GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL,Lu,0,L,,,,,N,,,,037D,
1D26,GREEK LETTER SMALL CAPITAL GAMMA,Ll,0,L,,,,,N,,,,,
1D27,GREEK LETTER SMALL CAPITAL LAMDA,Ll,0,L,,,,,N,,,,,
1D28,GREEK LETTER SMALL CAPITAL PI,Ll,0,L,,,,,N,,,,,
1D29,GREEK LETTER SMALL CAPITAL RHO,Ll,0,L,,,,,N,,,,,
1D2A,GREEK LETTER SMALL CAPITAL PSI,Ll,0,L,,,,,N,,,,,
1D5E,MODIFIER LETTER SMALL GREEK GAMMA,Lm,0,L,<super> 03B3,,,,N,,,,,
1D60,MODIFIER LETTER SMALL GREEK PHI,Lm,0,L,<super> 03C6,,,,N,,,,,
1D66,GREEK SUBSCRIPT SMALL LETTER BETA,Lm,0,L,<sub> 03B2,,,,N,,,,,
1D67,GREEK SUBSCRIPT SMALL LETTER GAMMA,Lm,0,L,<sub> 03B3,,,,N,,,,,
1D68,GREEK SUBSCRIPT SMALL LETTER RHO,Lm,0,L,<sub> 03C1,,,,N,,,,,
1D69,GREEK SUBSCRIPT SMALL LETTER PHI,Lm,0,L,<sub> 03C6,,,,N,,,,,
1D6A,GREEK SUBSCRIPT SMALL LETTER CHI,Lm,0,L,<sub> 03C7,,,,N,,,,,
1F00,GREEK SMALL LETTER ALPHA WITH PSILI,Ll,0,L,03B1 0313,,,,N,,,1F08,,1F08
1F01,GREEK SMALL LETTER ALPHA WITH DASIA,Ll,0,L,03B1 0314,,,,N,,,1F09,,1F09
1F02,GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA,Ll,0,L,1F00 0300,,,,N,,,1F0A,,1F0A
1F03,GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA,Ll,0,L,1F01 0300,,,,N,,,1F0B,,1F0B
1F04,GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA,Ll,0,L,1F00 0301,,,,N,,,1F0C,,1F0C
1F05,GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA,Ll,0,L,1F01 0301,,,,N,,,1F0D,,1F0D
1F06,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI,Ll,0,L,1F00 0342,,,,N,,,1F0E,,1F0E
1F07,GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI,Ll,0,L,1F01 0342,,,,N,,,1F0F,,1F0F
1F08,GREEK CAPITAL LETTER ALPHA WITH PSILI,Lu,0,L,0391 0313,,,,N,,,,1F00,
1F09,GREEK CAPITAL LETTER ALPHA WITH DASIA,Lu,0,L,0391 0314,,,,N,,,,1F01,
1F0A,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA,Lu,0,L,1F08 0300,,,,N,,,,1F02,
1F0B,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA,Lu,0,L,1F09 0300,,,,N,,,,1F03,
1F0C,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA,Lu,0,L,1F08 0301,,,,N,,,,1F04,
1F0D,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA,Lu,0,L,1F09 0301,,,,N,,,,1F05,
1F0E,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI,Lu,0,L,1F08 0342,,,,N,,,,1F06,
1F0F,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI,Lu,0,L,1F09 0342,,,,N,,,,1F07,
1F10,GREEK SMALL LETTER EPSILON WITH PSILI,Ll,0,L,03B5 0313,,,,N,,,1F18,,1F18
1F11,GREEK SMALL LETTER EPSILON WITH DASIA,Ll,0,L,03B5 0314,,,,N,,,1F19,,1F19
1F12,GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA,Ll,0,L,1F10 0300,,,,N,,,1F1A,,1F1A
1F13,GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA,Ll,0,L,1F11 0300,,,,N,,,1F1B,,1F1B
1F14,GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA,Ll,0,L,1F10 0301,,,,N,,,1F1C,,1F1C
1F15,GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA,Ll,0,L,1F11 0301,,,,N,,,1F1D,,1F1D
1F18,GREEK CAPITAL LETTER EPSILON WITH PSILI,Lu,0,L,0395 0313,,,,N,,,,1F10,
1F19,GREEK CAPITAL LETTER EPSILON WITH DASIA,Lu,0,L,0395 0314,,,,N,,,,1F11,
1F1A,GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA,Lu,0,L,1F18 0300,,,,N,,,,1F12,
1F1B,GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA,Lu,0,L,1F19 0300,,,,N,,,,1F13,
1F1C,GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA,Lu,0,L,1F18 0301,,,,N,,,,1F14,
1F1D,GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA,Lu,0,L,1F19 0301,,,,N,,,,1F15,
1F20,GREEK SMALL LETTER ETA WITH PSILI,Ll,0,L,03B7 0313,,,,N,,,1F28,,1F28
1F21,GREEK SMALL LETTER ETA WITH DASIA,Ll,0,L,03B7 0314,,,,N,,,1F29,,1F29
1F22,GREEK SMALL LETTER ETA WITH PSILI AND VARIA,Ll,0,L,1F20 0300,,,,N,,,1F2A,,1F2A
1F23,GREEK SMALL LETTER ETA WITH DASIA AND VARIA,Ll,0,L,1F21 0300,,,,N,,,1F2B,,1F2B
1F24,GREEK SMALL LETTER ETA WITH PSILI AND OXIA,Ll,0,L,1F20 0301,,,,N,,,1F2C,,1F2C
1F25,GREEK SMALL LETTER ETA WITH DASIA AND OXIA,Ll,0,L,1F21 0301,,,,N,,,1F2D,,1F2D
1F26,GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI,Ll,0,L,1F20 0342,,,,N,,,1F2E,,1F2E
1F27,GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI,Ll,0,L,1F21 0342,,,,N,,,1F2F,,1F2F
1F28,GREEK CAPITAL LETTER ETA WITH PSILI,Lu,0,L,0397 0313,,,,N,,,,1F20,
1F29,GREEK CAPITAL LETTER ETA WITH DASIA,Lu,0,L,0397 0314,,,,N,,,,1F21,
1F2A,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA,Lu,0,L,1F28 0300,,,,N,,,,1F22,
1F2B,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA,Lu,0,L,1F29 0300,,,,N,,,,1F23,
1F2C,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA,Lu,0,L,1F28 0301,,,,N,,,,1F24,
1F2D,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA,Lu,0,L,1F29 0301,,,,N,,,,1F25,
1F2E,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI,Lu,0,L,1F28 0342,,,,N,,,,1F26,
1F2F,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI,Lu,0,L,1F29 0342,,,,N,,,,1F27,
1F30,GREEK SMALL LETTER IOTA WITH PSILI,Ll,0,L,03B9 0313,,,,N,,,1F38,,1F38
1F31,GREEK SMALL LETTER IOTA WITH DASIA,Ll,0,L,03B9 0314,,,,N,,,1F39,,1F39
1F32,GREEK SMALL LETTER IOTA WITH PSILI AND VARIA,Ll,0,L,1F30 0300,,,,N,,,1F3A,,1F3A
1F33,GREEK SMALL LETTER IOTA WITH DASIA AND VARIA,Ll,0,L,1F31 0300,,,,N,,,1F3B,,1F3B
1F34,GREEK SMALL LETTER IOTA WITH PSILI AND OXIA,Ll,0,L,1F30 0301,,,,N,,,1F3C,,1F3C
1F35,GREEK SMALL LETTER IOTA WITH DASIA AND OXIA,Ll,0,L,1F31 0301,,,,N,,,1F3D,,1F3D
1F36,GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI,Ll,0,L,1F30 0342,,,,N,,,1F3E,,1F3E
1F37,GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI,Ll,0,L,1F31 0342,,,,N,,,1F3F,,1F3F
1F38,GREEK CAPITAL LETTER IOTA WITH PSILI,Lu,0,L,0399 0313,,,,N,,,,1F30,
1F39,GREEK CAPITAL LETTER IOTA WITH DASIA,Lu,0,L,0399 0314,,,,N,,,,1F31,
1F3A,GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA,Lu,0,L,1F38 0300,,,,N,,,,1F32,
1F3B,GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA,Lu,0,L,1F39 0300,,,,N,,,,1F33,
1F3C,GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA,Lu,0,L,1F38 0301,,,,N,,,,1F34,
1F3D,GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA,Lu,0,L,1F39 0301,,,,N,,,,1F35,
1F3E,GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI,Lu,0,L,1F38 0342,,,,N,,,,1F36,
1F3F,GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI,Lu,0,L,1F39 0342,,,,N,,,,1F37,
1F40,GREEK SMALL LETTER OMICRON WITH PSILI,Ll,0,L,03BF 0313,,,,N,,,1F48,,1F48
1F41,GREEK SMALL LETTER OMICRON WITH DASIA,Ll,0,L,03BF 0314,,,,N,,,1F49,,1F49
1F42,GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA,Ll,0,L,1F40 0300,,,,N,,,1F4A,,1F4A
1F43,GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA,Ll,0,L,1F41 0300,,,,N,,,1F4B,,1F4B
1F44,GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA,Ll,0,L,1F40 0301,,,,N,,,1F4C,,1F4C
1F45,GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA,Ll,0,L,1F41 0301,,,,N,,,1F4D,,1F4D
1F48,GREEK CAPITAL LETTER OMICRON WITH PSILI,Lu,0,L,039F 0313,,,,N,,,,1F40,
1F49,GREEK CAPITAL LETTER OMICRON WITH DASIA,Lu,0,L,039F 0314,,,,N,,,,1F41,
1F4A,GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA,Lu,0,L,1F48 0300,,,,N,,,,1F42,
1F4B,GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA,Lu,0,L,1F49 0300,,,,N,,,,1F43,
1F4C,GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA,Lu,0,L,1F48 0301,,,,N,,,,1F44,
1F4D,GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA,Lu,0,L,1F49 0301,,,,N,,,,1F45,
1F50,GREEK SMALL LETTER UPSILON WITH PSILI,Ll,0,L,03C5 0313,,,,N,,,,,
1F51,GREEK SMALL LETTER UPSILON WITH DASIA,Ll,0,L,03C5 0314,,,,N,,,1F59,,1F59
1F52,GREEK SMALL LETTER UPSILON WITH PSILI AND VARIA,Ll,0,L,1F50 0300,,,,N,,,,,
1F53,GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA,Ll,0,L,1F51 0300,,,,N,,,1F5B,,1F5B
1F54,GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA,Ll,0,L,1F50 0301,,,,N,,,,,
1F55,GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA,Ll,0,L,1F51 0301,,,,N,,,1F5D,,1F5D
1F56,GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI,Ll,0,L,1F50 0342,,,,N,,,,,
1F57,GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI,Ll,0,L,1F51 0342,,,,N,,,1F5F,,1F5F
1F59,GREEK CAPITAL LETTER UPSILON WITH DASIA,Lu,0,L,03A5 0314,,,,N,,,,1F51,
1F5B,GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA,Lu,0,L,1F59 0300,,,,N,,,,1F53,
1F5D,GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA,Lu,0,L,1F59 0301,,,,N,,,,1F55,
1F5F,GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI,Lu,0,L,1F59 0342,,,,N,,,,1F57,
1F60,GREEK SMALL LETTER OMEGA WITH PSILI,Ll,0,L,03C9 0313,,,,N,,,1F68,,1F68
